flat_type,flat_price,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking
2,1.97,31,1000,1,1,2,2,0,1
4,1.75,1,1500,1,1,4,3,4,1
2,0.74,16,1080,1,1,2,2,3,1
2,2.05,7,1125,1,1,2,2,0,1
2,5.5,44,900,4,2,2,2,1,1
2,2.95,22,920,4,1,2,2,0,1
2,2.5,28,705,3,3,2,2,0,1
3,3.0,14,1466,1,1,3,3,0,1
3,4.59,60,1200,3,2,3,3,0,1
1,0.3,18,630,1,1,1,2,1,1
1,0.24,39,585,3,1,1,1,2,1
3,3.3,32,1500,3,2,3,2,1,1
3,4.4,7,1250,1,1,3,3,1,1
2,2.1,49,1200,1,1,2,2,0,1
2,1.4,21,707,3,1,2,2,0,1
3,5.35,19,1100,1,1,3,2,2,1
2,2.3,26,950,1,1,2,2,1,1
3,3.25,7,1400,1,1,3,2,1,1
3,7.0,7,2600,1,1,3,3,2,1
3,3.25,21,1250,1,2,3,3,1,1
2,2.35,7,956,4,3,2,2,0,1
2,1.09,10,708,1,1,2,2,0,1
2,1.93,7,970,1,1,2,2,0,1
2,5.5,63,1060,4,1,2,2,0,1
3,3.75,14,1400,1,1,3,3,0,1
2,0.49,18,970,1,1,2,2,1,1
3,2.1,31,950,1,2,3,3,0,1
1,0.93,15,525,4,1,1,2,0,1
3,3.5,28,1900,3,2,3,3,0,1
2,0.44,18,1050,1,1,2,2,3,1
2,3.75,75,1455,4,1,2,2,0,1
1,1.0,4,500,1,1,1,1,0,1
2,2.4,7,1100,1,2,2,2,1,1
2,1.4,1,1150,3,1,2,2,2,1
3,2.3,9,1350,2,2,3,3,0,1
2,1.55,20,1020,1,2,2,2,0,1
3,2.0,14,850,3,2,3,3,0,1
1,0.7,1,747,3,2,1,2,3,1
1,1.2,29,600,2,2,1,2,0,1
1,0.33,18,750,1,1,1,1,0,1
2,1.9,14,960,3,2,2,2,0,1
2,1.8,2,850,1,1,2,2,0,1
3,2.24,20,1020,2,1,3,2,0,1
3,6.5,53,1450,1,3,3,3,1,1
2,2.15,20,850,1,1,2,2,2,1
3,4.5,28,1650,4,1,3,3,0,1
3,4.0,50,1350,3,2,3,3,0,2
2,1.69,15,1000,1,1,2,2,0,1
3,2.5,14,1200,1,2,3,3,0,1
3,5.18,12,1880,1,1,3,3,1,1
3,3.65,15,1750,1,2,3,3,3,1
4,4.5,21,2200,1,3,4,2,0,1
1,0.85,6,545,1,2,1,1,1,1
3,3.95,2,1367,3,1,3,3,0,1
2,2.8,19,1250,1,3,2,2,3,1
3,2.41,6,827,1,3,3,2,0,1
2,1.25,40,950,4,1,2,1,0,1
1,1.1,31,500,1,1,1,2,0,2
3,5.75,8,1800,1,3,3,3,2,1
1,0.47,1,500,1,2,1,2,0,1
3,2.25,9,1250,4,3,3,3,0,1
2,1.1,1,1030,1,2,2,4,0,1
2,0.76,1,882,1,2,2,2,3,1
1,0.56,6,545,1,3,1,1,1,1
2,1.6,29,650,1,2,2,2,0,1
1,1.8,19,630,1,1,1,1,2,1
2,2.5,15,1012,1,2,2,2,1,1
2,0.8,1,1050,1,1,2,2,3,1
3,2.78,15,1050,4,2,3,3,0,1
1,1.15,20,675,1,3,1,2,1,1
3,1.35,5,1124,1,1,3,3,1,1
1,0.55,5,465,1,1,1,2,0,1
1,0.48,1,550,1,2,1,2,0,1
3,2.25,9,1600,3,2,3,3,3,1
1,0.5,18,600,1,2,1,2,1,1
3,8.25,44,1650,1,1,3,3,0,1
3,6.7,11,1150,3,3,3,3,0,1
1,1.7,12,590,1,1,1,2,1,1
2,2.75,20,1100,1,1,2,2,1,1
4,4.73,22,1866,1,1,4,4,0,1
1,0.29,39,600,1,1,1,2,1,1
1,0.8,20,540,4,2,1,2,0,1
3,5.5,43,1100,1,1,3,3,0,1
3,7.0,6,1900,1,1,3,1,0,1
3,11.0,30,2001,1,1,3,3,0,1
3,2.8,21,1050,3,1,3,2,0,1
1,0.35,24,570,3,1,1,2,2,1
1,0.68,1,725,3,2,1,2,0,1
2,1.98,21,950,1,1,2,2,0,2
2,1.15,3,700,1,2,2,2,0,1
2,1.7,22,712,3,2,2,2,0,1
2,0.95,1,1000,1,1,2,2,2,1
1,0.58,1,685,1,1,1,2,2,1
3,8.25,23,2000,1,2,3,3,2,1
3,1.2,1,936,1,2,3,3,3,1
1,1.15,20,650,1,1,1,1,0,1
3,5.5,33,1660,1,1,3,4,0,1
1,0.75,13,500,1,1,1,1,0,1
3,4.75,19,1350,1,3,3,2,4,1
2,0.47,18,910,3,1,2,2,1,1
2,0.9,5,950,1,2,2,2,2,1
2,2.0,13,835,4,1,2,2,3,1
2,0.49,24,650,1,2,2,2,2,1
1,1.35,22,650,1,2,1,2,0,1
1,0.26,39,660,1,2,1,1,1,1
2,2.05,15,623,3,2,2,2,0,1
2,1.68,49,661,3,1,2,2,0,1
1,4.0,44,750,4,1,1,1,0,1
1,0.85,12,393,3,1,1,2,0,2
2,2.17,29,1050,3,2,2,2,0,1
2,1.6,4,610,3,2,2,2,0,1
1,0.35,39,650,3,1,1,2,1,1
4,10.39,7,2200,1,1,4,4,0,1
2,0.69,18,900,3,1,2,2,3,1
3,2.75,3,1230,1,1,3,3,0,1
1,0.4,18,550,3,1,1,2,2,1
1,0.33,24,580,1,1,1,1,3,2
4,14.5,55,3420,3,2,4,1,0,1
1,0.7,1,756,3,1,1,2,3,1
2,1.5,15,800,4,1,2,2,0,1
3,3.2,15,1375,4,2,3,3,0,1
2,1.68,31,910,2,1,2,2,0,2
1,1.05,15,575,4,3,1,2,0,1
2,3.8,58,950,4,1,2,2,0,1
4,11.5,8,3780,4,1,4,5,4,1
3,8.5,11,1950,1,1,3,4,0,1
1,1.0,29,550,2,1,1,2,0,1
3,5.0,28,1350,1,1,3,3,0,1
1,1.05,7,630,4,2,1,2,0,1
2,1.58,21,781,3,1,2,2,0,1
2,1.75,49,1000,3,1,2,2,0,1
4,4.75,59,2419,3,1,4,4,3,1
2,1.05,1,1050,4,2,2,2,4,1
1,0.54,9,420,1,2,1,1,0,2
3,5.3,19,1100,1,1,3,2,2,1
1,0.87,14,440,1,1,1,2,0,1
3,3.48,32,1637,1,1,3,3,3,1
2,1.84,29,1250,1,2,2,2,0,1
2,1.49,20,890,1,2,2,2,0,1
3,2.8,68,1296,1,2,3,3,0,1
2,1.29,6,1077,1,1,2,2,0,1
3,7.24,6,2190,1,1,3,4,0,1
4,3.69,28,1655,2,2,4,4,1,1
2,2.6,9,1150,4,3,2,2,0,1
2,1.12,12,743,3,1,2,2,0,1
3,6.8,50,1500,1,1,3,3,3,1
2,1.9,7,968,4,2,2,2,1,1
4,10.0,44,2100,1,1,4,4,0,1
4,10.5,7,2790,1,2,4,4,3,1
2,2.6,9,920,4,1,2,2,0,1
3,3.35,28,1475,4,1,3,3,0,1
3,5.5,17,1868,1,1,3,3,0,1
2,5.15,42,895,1,1,2,2,0,1
1,0.51,46,700,3,1,1,2,2,1
2,4.55,11,1050,1,1,2,2,0,1
2,0.9,56,1000,1,3,2,3,0,1
1,0.3,39,650,3,1,1,2,2,2
1,2.25,53,550,1,3,1,2,0,2
2,1.59,20,768,1,2,2,2,0,1
1,0.28,39,565,1,1,1,1,2,1
3,4.5,7,1450,1,1,3,3,2,1
3,2.75,7,1250,4,1,3,2,2,1
3,0.72,18,1075,1,2,3,3,1,1
3,8.5,42,2100,3,1,3,3,0,1
2,2.5,26,1030,3,1,2,2,0,1
2,1.1,1,750,1,1,2,2,3,2
1,0.63,1,650,1,1,1,2,3,1
2,2.35,6,1290,1,1,2,2,3,1
3,5.5,28,2385,3,2,3,4,0,1
4,8.0,14,2760,4,3,4,3,0,1
3,2.95,33,950,1,1,3,3,1,1
3,8.25,43,1600,1,1,3,3,0,1
2,1.45,31,698,3,1,2,2,0,1
4,5.7,7,2080,1,1,4,4,1,1
2,2.4,25,1000,3,2,2,2,0,1
1,1.05,40,770,4,1,1,1,0,1
3,2.8,31,1250,4,1,3,3,1,1
3,3.25,29,1525,4,3,3,2,0,1
2,1.65,15,835,4,1,2,2,0,1
2,2.25,15,765,4,3,2,2,0,1
1,0.68,1,700,1,2,1,2,2,1
3,0.95,46,1080,4,1,3,3,0,1
1,1.65,38,650,1,1,1,2,0,1
1,0.9,15,585,4,1,1,2,0,1
2,2.15,28,700,2,2,2,1,0,1
1,0.79,1,990,1,1,1,2,2,1
2,1.65,3,800,3,2,2,2,0,1
1,0.28,39,580,1,2,1,2,1,1
3,3.5,32,1300,3,3,3,3,1,1
5,6.25,8,2100,1,3,5,5,4,1
2,1.4,9,658,1,1,2,2,3,2
2,1.6,66,850,1,1,2,2,0,1
2,1.45,29,950,1,1,2,2,0,2
2,0.69,5,902,1,2,2,2,3,1
3,2.09,51,1100,3,3,3,2,0,1
2,1.85,14,830,3,2,2,2,0,1
2,3.8,17,955,1,1,2,2,0,1
2,2.15,22,950,1,1,2,2,0,2
3,3.29,32,1481,1,1,3,4,1,1
3,4.85,58,1400,4,1,3,3,0,1
2,2.5,76,558,5,2,1,1,0,1
2,1.12,1,950,4,2,2,2,0,1
3,3.45,19,1300,1,1,3,2,2,1
2,1.65,14,1250,1,1,2,2,2,1
1,1.75,12,770,1,1,1,1,0,1
2,2.35,29,1250,3,1,2,1,0,1
2,1.9,49,1200,3,1,2,2,0,1
1,1.4,29,685,1,1,1,2,2,1
3,2.0,57,1150,4,1,3,2,1,2
2,3.75,71,1050,1,1,2,2,0,1
3,3.8,21,1395,4,1,3,3,1,1
2,5.2,23,950,1,3,2,1,0,1
4,4.5,15,2480,1,2,4,4,0,1
3,5.45,60,1500,1,3,3,3,1,1
3,11.0,30,1700,4,1,3,3,0,1
3,3.65,7,1350,3,1,3,3,1,1
2,2.15,32,1200,3,1,2,2,0,1
2,2.0,29,750,1,3,2,3,0,1
2,3.3,19,1200,1,1,2,2,3,1
3,3.0,21,1060,3,2,3,3,1,1
3,5.75,28,1550,1,1,3,3,0,1
2,1.7,4,955,4,1,2,2,0,1
1,0.28,18,564,1,1,1,1,1,1
2,2.2,62,855,3,1,2,2,0,1
1,0.9,21,500,2,1,1,1,0,2
2,5.0,67,1209,2,1,2,2,0,1
2,3.4,7,1250,3,1,2,2,1,1
1,0.53,1,585,1,2,1,2,2,2
1,0.47,1,333,1,1,1,2,0,1
2,5.5,44,1100,1,1,2,2,0,1
3,2.6,14,1350,3,2,3,3,0,1
2,2.6,25,850,3,2,2,2,0,1
2,2.5,28,1000,1,1,2,2,2,1
3,4.75,8,1950,4,2,3,4,3,1
1,1.45,7,740,4,1,1,2,0,2
1,0.85,28,400,1,1,1,1,0,2
3,10.0,11,1915,4,1,3,3,0,1
2,2.0,49,910,1,2,2,2,0,1
1,0.59,1,730,3,1,1,2,2,1
2,2.0,15,1010,4,3,2,2,3,1
1,2.0,44,700,2,1,1,2,0,1
2,2.0,32,1050,3,2,2,2,0,1
3,1.67,1,1450,1,3,3,3,3,1
1,0.51,9,426,1,2,1,2,0,1
3,2.7,4,1300,4,2,3,2,0,1
4,11.35,7,2962,1,1,4,5,1,1
2,1.75,14,800,3,2,2,1,0,1
1,0.3,39,590,1,1,1,2,1,1
2,5.4,44,1000,2,1,2,2,0,1
5,10.0,41,2580,1,3,5,6,4,1
3,5.15,7,1450,4,1,3,3,0,1
2,2.12,21,920,3,1,2,2,0,1
2,2.1,21,980,2,1,2,2,0,2
4,8.0,12,1550,1,1,4,2,0,1
3,4.2,7,1750,1,1,3,3,3,1
3,0.89,18,1150,3,1,3,3,4,1
3,3.05,21,1355,1,1,3,3,1,1
3,7.65,58,1611,3,1,3,3,0,1
1,0.86,9,594,3,2,1,2,0,2
3,8.0,30,1414,1,1,3,3,0,1
1,0.75,1,882,1,2,1,2,2,1
2,2.65,15,950,1,1,2,2,0,1
1,1.53,7,500,3,1,1,1,0,1
3,8.0,42,1007,3,1,3,3,0,1
3,7.6,14,2000,3,1,3,3,2,1
2,1.65,29,800,4,2,2,2,0,1
1,0.99,1,590,3,1,1,2,2,1
1,0.7,1,674,3,2,1,2,2,1
2,1.36,1,1070,1,3,2,3,0,1
4,6.0,21,1753,1,2,4,3,2,1
1,0.34,18,620,1,1,1,2,2,1
2,2.42,2,890,3,1,2,2,2,1
2,2.61,27,776,3,2,2,2,0,1
1,1.25,14,570,1,2,1,1,0,1
4,7.0,30,1393,3,2,4,4,1,1
1,0.85,20,580,1,1,1,2,0,2
3,1.98,48,736,3,1,3,3,0,1
1,0.94,1,590,1,1,1,2,2,1
3,3.5,15,1750,1,1,3,3,2,1
1,0.68,1,700,1,2,1,2,2,1
1,1.25,49,490,3,1,1,2,0,1
3,2.95,7,1450,1,3,3,3,2,1
1,0.85,9,650,1,2,1,2,0,1
1,0.27,39,490,1,1,1,1,2,1
2,2.0,77,960,1,1,2,2,0,2
1,0.38,18,650,1,2,1,1,2,1
2,1.45,14,650,1,3,2,2,0,2
1,1.7,19,630,1,1,1,1,2,1
3,1.79,1,1350,1,3,3,3,4,1
1,0.2,78,460,1,2,1,1,0,1
2,2.05,14,1200,1,1,2,2,0,1
1,0.95,21,530,4,1,1,1,1,1
4,6.0,50,2000,1,1,4,5,0,1
3,2.25,15,1200,4,1,3,3,0,1
3,2.99,44,1500,1,1,3,2,0,1
1,0.96,21,530,4,1,1,1,0,2
2,1.9,14,745,1,2,2,2,0,1
1,0.38,18,450,1,1,1,1,2,2
3,3.45,28,1250,3,2,3,3,0,1
2,1.8,28,850,1,2,2,2,0,1
2,1.8,7,978,4,1,2,1,0,1
1,0.98,20,700,1,2,1,2,0,1
1,0.71,48,600,1,1,1,2,0,2
3,6.3,60,1500,1,1,3,3,0,1
2,2.8,8,1100,1,2,2,2,3,1
2,1.55,7,1027,1,3,2,2,0,1
3,9.0,43,2160,4,3,3,3,0,1
4,16.5,28,3200,4,1,4,5,0,1
1,0.31,24,600,1,1,1,2,1,1
3,1.75,20,1150,4,2,3,3,0,1
2,0.75,48,820,1,2,2,2,2,2
2,4.0,60,1150,1,1,2,2,0,1
1,0.6,6,545,1,3,1,2,1,1
2,1.96,51,995,1,2,2,2,2,1
3,3.65,19,1076,1,1,3,2,4,1
2,1.96,7,1100,2,1,2,2,1,1
3,3.95,14,1820,3,2,3,2,0,1
1,1.55,7,550,1,2,1,1,0,1
1,0.37,36,600,1,1,1,2,2,1
2,2.45,7,1300,1,1,2,2,1,1
3,2.69,14,1345,3,1,3,3,1,1
1,0.3,39,584,1,1,1,1,2,1
3,5.4,19,1100,1,1,3,2,2,1
1,1.25,47,705,1,1,1,2,0,2
2,1.85,3,1352,1,2,2,2,0,1
3,4.0,59,1680,1,1,3,1,0,1
2,1.3,15,900,4,1,2,2,0,1
2,1.71,68,1050,3,2,2,2,2,1
2,3.8,17,1100,1,1,2,2,2,1
1,0.87,51,550,1,2,1,2,0,2
2,2.5,9,900,1,2,2,2,0,1
1,0.29,39,590,1,2,1,1,3,1
3,2.9,21,1153,3,2,3,2,1,1
1,0.3,18,650,1,1,1,2,2,1
2,0.48,24,850,3,1,1,3,0,1
3,4.18,62,1610,3,1,3,3,1,2
2,2.35,29,850,1,2,2,2,0,1
3,8.5,11,3500,1,1,3,4,3,1
4,1.19,6,1450,4,1,4,3,0,1
3,3.21,21,1400,3,2,3,3,0,1
2,1.6,3,975,1,1,2,2,3,1
1,0.38,46,530,2,1,1,1,0,1
3,3.58,70,1812,1,1,3,1,0,1
2,2.85,28,1122,1,1,2,2,1,1
2,1.3,1,1105,1,1,2,2,4,1
3,9.61,42,1600,4,1,3,1,0,1
1,0.27,39,590,1,2,1,1,2,1
1,0.25,39,525,1,1,1,1,0,1
3,4.9,7,1470,4,1,3,2,0,1
1,0.33,39,625,3,1,1,1,2,1
3,0.81,18,1300,3,1,3,3,4,1
3,3.45,29,1100,1,2,3,3,0,1
1,0.35,24,610,3,2,1,1,2,1
2,1.68,57,1203,1,1,2,2,3,1
1,0.38,16,620,1,1,1,3,0,1
1,0.29,18,880,3,1,1,1,2,1
2,1.75,49,1050,1,1,2,2,0,1
3,2.5,48,1700,3,2,3,3,0,1
1,0.66,1,705,1,1,1,2,3,1
2,2.3,37,660,1,1,2,2,0,2
2,2.75,7,985,3,1,2,2,0,1
2,1.7,22,1000,1,2,2,2,0,1
3,0.92,1,1390,4,1,3,3,4,1
2,0.47,24,850,1,2,2,1,2,1
3,9.31,76,1500,2,3,3,2,0,1
3,3.6,74,1488,1,1,3,3,1,1
2,0.53,24,850,3,2,2,1,3,1
2,0.87,1,995,4,1,2,2,4,1
2,3.0,7,1350,3,2,2,1,0,1
3,6.99,2,2100,4,3,3,4,3,1
3,2.51,15,940,2,2,3,3,0,1
2,0.4,18,700,1,2,2,2,3,2
2,2.8,28,1000,1,2,2,2,0,1
3,3.35,28,1350,4,1,3,3,0,1
4,5.5,25,2000,3,1,4,5,4,1
3,6.5,44,1300,1,1,3,3,1,1
2,1.8,14,950,1,2,2,2,0,1
3,1.95,32,1000,1,1,3,2,0,1
3,2.5,14,864,1,1,3,3,0,1
1,1.65,60,575,1,2,1,1,0,1
1,0.71,12,340,1,1,1,1,0,1
2,2.1,59,890,3,1,2,2,0,2
2,1.45,9,615,4,1,2,1,0,2
1,1.2,14,599,1,2,1,2,0,2
2,6.0,68,1200,2,1,2,2,0,1
1,1.05,20,520,3,2,1,2,0,1
1,0.9,12,664,3,2,1,2,0,1
1,0.95,21,700,1,3,1,2,0,1
3,2.4,68,1371,3,2,3,3,3,1
3,2.5,15,1400,1,1,3,3,0,1
3,3.82,20,1150,1,1,3,3,2,1
4,4.95,8,2400,1,1,4,4,3,1
3,3.8,7,1450,3,2,3,2,1,1
2,2.5,7,1300,3,2,2,2,1,1
3,2.55,15,1000,4,3,3,3,0,1
4,5.15,58,2080,1,1,4,2,0,1
3,3.0,14,1100,1,1,3,4,2,1
2,1.65,8,820,4,1,2,2,0,1
2,1.55,21,780,4,2,2,2,0,1
2,3.1,15,1080,4,3,2,2,0,1
2,3.05,2,1150,1,3,2,2,1,1
1,0.71,1,650,3,2,1,1,2,2
2,0.9,1,915,1,1,2,3,0,1
3,2.8,14,1100,1,1,3,3,0,1
1,0.27,39,545,1,1,1,1,2,1
2,2.1,29,800,1,1,2,2,0,1
2,1.3,12,725,1,1,2,2,0,1
3,8.5,11,2000,1,1,3,2,1,1
2,2.0,3,655,1,3,2,2,0,1
3,3.25,7,1300,1,2,3,3,1,1
3,4.6,17,1850,3,1,3,4,1,1
1,0.28,39,550,1,1,1,1,2,1
4,7.0,38,1501,1,1,3,1,0,1
1,0.24,24,500,1,1,1,1,3,1
2,1.79,74,1125,1,1,2,2,0,1
2,0.52,24,850,3,2,2,1,3,1
1,0.39,16,750,4,1,1,2,0,1
1,0.25,16,530,1,1,1,1,3,1
1,0.3,24,580,1,1,1,1,3,1
2,1.25,2,940,1,2,2,2,0,1
1,0.18,69,630,1,1,1,2,1,1
3,2.4,21,900,3,2,3,2,0,1
1,1.2,29,557,1,2,1,2,0,1
1,0.53,9,410,4,2,1,2,0,1
2,4.8,50,1200,1,1,2,3,2,1
2,1.2,6,1090,1,2,2,2,1,1
3,3.0,4,1315,1,2,3,3,0,1
1,0.83,10,606,1,1,1,2,0,1
3,3.0,21,1150,3,1,3,2,0,1
3,1.8,51,900,4,1,3,2,0,2
1,0.95,31,530,3,2,1,1,0,1
3,5.75,28,1050,3,3,3,3,0,1
2,1.03,12,600,3,1,2,2,0,1
4,5.45,7,1713,3,2,4,3,0,1
1,0.99,70,630,4,3,1,2,0,1
3,2.8,26,967,1,1,3,2,0,1
2,1.2,1,1070,1,1,2,2,1,1
1,0.49,46,695,3,1,1,2,2,1
1,1.0,9,485,4,1,1,2,1,1
1,1.7,58,520,3,1,1,1,1,1
1,0.31,39,650,1,1,1,1,1,1
1,0.34,24,610,3,2,1,2,2,1
2,2.0,28,585,1,1,2,2,0,1
3,2.95,62,1600,1,2,3,3,0,1
1,0.35,18,550,3,1,1,1,2,1
4,8.5,30,1776,1,1,4,4,0,1
2,1.5,3,1100,3,2,2,2,0,1
1,1.3,28,485,4,3,1,2,0,1
2,4.7,27,1024,4,1,2,2,0,1
3,2.34,21,1450,1,3,3,3,1,1
3,4.6,19,1670,1,2,3,3,4,1
2,2.2,6,870,1,1,2,2,0,1
2,1.65,14,650,1,2,2,2,0,1
3,3.1,20,1500,4,1,3,3,0,1
3,2.49,15,1200,3,1,3,3,0,1
1,0.57,1,610,1,1,1,2,3,1
4,16.0,42,4530,1,3,4,3,2,1
3,2.8,33,1025,4,3,3,2,0,1
2,1.68,9,890,4,2,2,2,2,1
2,2.8,7,800,1,1,2,2,0,1
2,1.48,29,1100,4,1,2,2,0,1
1,0.25,39,595,1,1,1,2,2,1
1,0.39,18,665,3,1,1,2,2,1
2,1.75,21,1125,1,1,2,2,0,1
3,5.4,19,1550,1,3,3,3,4,1
1,0.75,1,600,3,2,1,2,2,1
2,1.34,3,1034,1,1,2,2,3,1
3,3.1,28,1350,4,1,3,3,1,1
1,1.19,7,580,4,1,1,1,0,1
2,0.6,36,900,1,3,2,2,3,1
1,0.66,1,696,1,1,1,2,3,1
3,5.9,50,2000,1,1,3,4,1,1
1,0.26,39,572,4,2,1,1,2,1
2,2.0,51,1050,4,1,2,2,0,2
3,3.55,6,2200,1,3,3,3,3,1
2,1.8,2,759,3,2,2,2,0,1
1,1.25,27,600,3,2,1,2,0,1
1,1.4,14,550,1,1,1,2,0,1
1,1.12,32,532,1,1,1,2,0,1
3,2.35,15,1350,4,3,3,3,0,1
1,1.1,4,463,3,2,1,1,0,1
1,0.73,1,650,1,2,1,2,2,1
1,1.33,15,790,3,2,1,2,0,1
3,4.25,7,1500,3,2,2,1,0,1
3,3.25,50,1298,3,2,3,2,1,1
3,5.24,12,1583,3,1,3,3,0,1
3,7.0,44,1320,4,1,3,3,0,1
1,2.15,44,500,2,1,1,1,0,1
5,11.0,20,4153,3,2,5,4,0,1
2,2.1,3,805,1,1,2,2,1,1
2,3.2,28,1050,3,1,2,2,0,1
2,2.0,2,900,4,1,2,2,0,2
1,1.05,10,512,3,2,1,2,1,1
2,1.75,9,780,3,1,2,2,2,1
4,14.0,44,3800,1,1,3,3,1,1
1,1.35,61,550,1,1,1,2,0,2
1,1.1,14,610,4,1,1,2,1,2
2,1.9,62,694,1,3,2,2,0,1
3,4.25,34,1250,4,1,3,2,2,1
1,1.82,68,450,1,2,1,1,0,1
2,1.85,29,950,3,2,2,2,0,1
4,7.0,55,2000,1,3,4,4,0,1
2,1.2,1,756,3,2,2,2,1,1
1,1.25,6,620,1,1,1,2,2,1
2,1.63,48,783,3,2,2,2,0,1
3,2.0,9,785,1,3,3,2,0,1
3,3.25,2,1550,1,2,3,3,2,1
1,1.3,15,650,3,1,1,2,0,1
3,3.25,28,1400,4,1,3,3,0,1
1,0.83,1,607,1,1,1,2,2,1
3,1.71,62,876,3,2,3,3,0,1
2,1.65,74,1070,1,1,2,2,0,1
1,0.52,9,410,1,2,1,1,0,2
2,1.05,6,675,1,2,2,2,0,1
2,1.4,9,650,1,1,2,2,1,2
1,1.2,4,575,1,2,1,2,0,2
2,2.2,6,980,1,2,2,2,0,1
3,4.32,21,1800,3,1,3,3,1,1
3,3.1,14,1134,3,1,3,3,0,1
3,2.8,20,1250,1,2,3,2,0,1
2,2.0,2,960,4,1,2,2,1,1
1,1.05,20,595,1,2,1,1,0,1
2,1.85,31,850,4,3,2,2,0,1
3,7.5,30,1466,1,1,3,3,0,1
2,2.7,25,875,3,1,2,2,0,1
1,0.96,68,550,3,2,1,2,0,1
1,0.34,24,620,3,1,1,1,0,1
3,9.45,30,1810,2,1,3,3,0,1
2,1.65,3,1500,1,1,2,2,0,1
2,2.2,9,900,1,3,2,2,0,1
1,0.38,18,650,1,1,1,1,2,1
4,6.56,7,2054,3,2,4,3,0,1
2,1.8,10,695,1,3,2,1,0,1
1,1.75,27,580,4,1,1,1,0,1
2,1.85,22,850,1,2,2,2,0,1
1,1.82,28,652,1,3,1,1,1,1
3,4.22,2,1250,1,2,3,3,3,1
6,6.5,6,2000,1,2,6,6,0,1
2,2.6,8,1200,1,2,2,2,0,1
1,1.08,15,585,3,1,1,2,0,1
1,1.2,15,520,3,2,1,2,0,1
2,3.15,71,850,1,1,2,2,0,1
2,1.85,15,810,4,2,2,2,1,1
3,2.52,21,1560,3,1,3,3,0,1
4,3.3,59,1292,3,1,4,3,0,1
2,2.25,15,850,3,2,2,2,0,1
1,0.28,18,645,1,1,1,1,2,1
2,2.9,35,850,4,1,2,2,0,2
3,2.25,51,1500,3,2,3,3,0,1
1,1.2,22,675,1,2,1,2,1,1
3,2.65,3,1375,1,1,3,3,0,1
1,0.29,24,610,1,2,1,3,0,1
2,2.0,25,1000,1,2,2,2,0,1
2,2.48,11,750,1,1,2,2,0,1
1,0.27,18,635,1,1,1,1,2,1
2,1.38,20,850,4,2,2,2,0,2
3,2.5,29,1500,4,1,3,3,0,1
3,9.5,7,2700,4,1,3,3,2,1
2,2.0,29,750,3,1,2,2,0,1
1,0.95,21,500,2,1,1,1,0,1
3,4.35,21,1680,4,1,3,3,1,1
1,0.67,1,695,1,2,1,2,3,1
3,2.05,15,1250,1,3,3,3,1,1
2,0.68,18,955,3,1,2,2,3,1
1,1.3,15,610,4,2,1,2,1,1
1,0.82,48,503,4,2,1,2,0,1
1,0.6,1,700,1,1,1,2,3,1
1,0.75,21,540,4,2,1,2,0,1
3,2.6,13,1520,1,1,3,2,4,1
2,2.35,28,965,4,1,2,2,0,1
2,3.5,53,890,1,2,2,1,0,1
2,1.65,51,950,1,2,2,2,0,1
1,1.25,25,460,1,3,1,1,0,1
2,2.5,33,1050,3,1,2,2,0,1
2,0.78,56,700,4,1,1,2,1,1
3,9.25,11,2390,1,1,3,3,2,1
3,6.89,30,1357,3,2,3,3,0,1
1,1.45,28,450,1,1,1,2,0,2
1,0.27,39,545,1,1,1,1,2,1
2,1.6,29,750,2,1,2,2,0,1
1,0.4,39,615,1,1,1,1,2,1
3,2.75,21,1400,1,1,3,3,1,1
1,0.98,20,650,3,2,1,2,0,1
2,1.7,20,700,1,1,2,2,0,1
1,0.75,21,460,3,2,1,2,0,1
2,2.1,6,1000,3,2,2,2,0,1
1,0.9,9,450,3,2,1,2,0,1
2,0.95,46,1070,1,1,2,2,0,1
2,0.4,18,900,1,1,2,2,3,1
2,2.5,34,850,1,3,2,2,3,1
2,1.75,62,657,3,1,2,2,0,1
2,3.4,17,1250,1,2,2,2,1,1
1,0.36,24,570,1,2,1,2,2,1
2,2.11,9,826,4,1,2,2,0,1
3,2.27,20,950,1,1,3,3,2,1
2,3.65,41,1080,3,3,2,2,3,1
1,1.65,7,536,1,3,1,2,0,1
1,1.6,7,600,3,1,1,1,0,1
3,4.3,22,1500,1,3,3,3,1,1
2,1.48,2,785,4,1,2,2,0,2
3,3.1,14,1500,1,2,2,1,0,1
1,1.0,26,650,4,1,1,2,0,2
2,2.0,28,918,2,3,2,1,0,1
1,1.8,27,500,3,2,1,2,0,1
1,0.75,1,700,1,2,1,2,3,2
1,0.81,1,740,1,3,1,2,1,1
3,9.25,30,1950,4,3,3,3,0,1
1,2.25,35,550,1,2,1,2,0,1
3,3.45,59,1690,1,1,3,3,3,1
3,2.5,3,1275,1,3,3,2,3,1
3,4.3,7,1250,1,1,3,3,3,1
1,1.15,15,600,3,1,1,2,0,1
2,1.45,21,850,4,1,2,2,0,1
1,1.8,60,500,3,1,1,2,0,1
4,16.5,42,2100,1,1,4,3,2,1
1,1.1,10,407,1,1,1,2,1,1
2,1.08,1,1050,3,1,2,2,3,1
2,2.25,7,1100,1,1,2,2,1,1
2,1.95,31,950,3,1,2,2,0,1
2,1.76,22,796,3,2,2,2,0,1
2,3.75,44,800,2,3,2,2,0,1
