flat_type,flat_price,location1,buildupArea_sqft,age_of_property,furnishing,bedrooms,bathrooms,balcony,parking
1,1.3,14,560,1,2,1,1,0,1
2,2.51,22,925,4,1,2,2,0,1
3,2.5,14,1230,3,3,3,4,0,2
2,3.4,53,1200,4,3,2,2,0,1
2,2.7,7,985,3,1,2,2,0,1
2,1.1,15,900,3,1,2,2,2,1
3,4.5,60,1300,1,2,3,3,1,1
1,0.31,36,550,4,2,1,2,0,1
1,0.96,51,550,2,2,1,1,0,1
2,1.55,7,810,4,2,2,2,1,2
1,1.4,53,550,3,1,1,2,0,1
3,2.86,49,955,1,1,3,3,1,1
1,1.15,21,550,3,1,1,2,0,1
3,3.35,8,1150,3,1,3,3,1,1
3,3.1,20,1180,4,2,3,3,0,1
1,0.89,58,560,3,2,1,2,0,2
3,2.85,15,1100,1,2,3,2,0,1
3,5.5,43,1750,3,2,3,3,3,1
2,2.25,31,880,1,1,2,2,0,1
2,1.92,4,955,1,1,2,2,0,1
2,7.0,54,1350,2,3,2,2,0,1
2,2.2,22,850,2,1,2,2,3,1
3,2.35,51,1066,3,2,3,3,0,1
2,1.75,31,790,1,2,2,3,0,1
3,3.2,2,1245,1,1,3,3,4,1
2,1.6,2,920,4,1,2,2,0,1
1,0.82,48,575,4,1,1,2,0,2
2,0.98,1,980,4,1,2,1,0,1
2,1.34,9,750,1,2,2,2,0,2
3,2.75,25,900,1,2,3,3,0,1
1,0.86,9,594,3,2,1,2,0,2
2,2.55,14,1100,3,1,2,2,1,1
2,1.95,14,730,3,2,2,2,0,1
3,1.1,1,1000,1,2,3,3,4,1
2,2.5,15,985,4,2,2,2,0,1
1,1.6,19,610,3,3,1,1,2,1
3,12.0,58,2000,1,1,3,1,0,1
3,5.6,33,1740,3,1,3,3,2,1
4,4.5,8,2050,1,1,4,2,0,1
2,1.75,9,800,4,1,2,2,0,1
1,1.1,20,652,3,1,1,2,2,1
3,3.0,21,1049,1,1,3,3,0,1
1,0.32,24,500,1,2,1,2,2,1
2,4.25,28,1000,1,1,2,2,1,1
4,6.9,30,1800,1,1,4,4,0,1
2,2.5,55,950,1,2,2,2,1,1
2,1.75,49,1150,1,1,2,2,0,1
4,8.75,28,2450,4,3,4,5,0,1
2,1.7,62,636,1,1,2,2,0,1
3,3.6,15,1750,4,1,3,3,0,1
2,2.0,14,650,1,3,2,1,0,1
2,0.46,18,750,3,2,2,2,3,2
1,1.17,14,706,3,1,1,2,2,1
1,2.1,35,550,1,2,1,1,0,1
3,1.35,1,1300,3,2,3,2,3,1
2,2.27,7,850,1,1,2,2,1,1
1,0.65,1,693,1,2,1,2,2,2
1,0.89,13,698,3,2,1,1,3,1
2,0.39,18,1075,1,2,2,1,1,1
2,0.55,18,1100,3,3,2,1,0,1
1,0.76,32,475,1,1,1,2,0,1
2,1.95,21,663,1,1,2,2,0,1
1,0.83,62,600,4,2,1,1,0,2
1,0.6,5,670,1,1,1,1,2,1
2,2.8,17,620,1,1,2,2,0,1
2,3.75,44,908,4,1,2,2,0,1
3,4.85,2,1555,3,2,3,3,0,1
2,1.85,14,1100,3,1,2,2,0,1
1,1.0,59,700,3,1,1,2,0,1
1,0.87,15,570,4,1,1,2,0,1
2,2.72,59,950,3,2,2,2,0,1
2,0.45,18,950,1,1,2,2,4,1
1,1.65,7,630,3,2,1,2,0,1
4,11.0,30,3000,1,1,4,4,0,1
3,2.65,21,1200,1,1,3,2,0,1
3,2.77,59,1510,1,1,3,3,0,1
1,1.12,29,450,3,2,1,2,0,2
1,0.95,3,600,1,1,1,2,0,1
1,0.85,21,550,4,1,1,1,0,1
2,3.8,17,1000,1,3,2,2,0,1
2,0.97,1,480,1,2,2,2,1,1
3,1.88,3,1025,1,1,3,2,1,1
2,2.2,7,987,1,1,2,2,1,1
1,1.4,28,440,3,2,1,2,0,2
1,0.31,18,630,1,1,1,2,1,1
2,2.0,28,1000,1,2,2,3,0,1
5,10.0,28,3000,4,1,5,5,2,1
1,1.3,14,590,3,2,1,2,0,1
3,2.1,32,900,1,1,3,2,0,1
1,1.25,4,575,4,1,1,1,0,2
1,0.27,39,545,1,1,1,1,1,1
1,0.85,5,490,1,1,1,2,1,1
3,1.75,1,1080,1,3,3,3,3,1
1,1.05,26,550,1,1,1,2,0,1
1,0.7,1,676,1,1,1,2,2,1
1,0.26,18,650,1,2,1,1,0,2
1,0.58,1,720,3,1,1,2,3,1
1,0.27,39,520,1,1,1,1,3,1
1,0.61,1,700,3,1,1,2,2,1
2,0.38,18,870,1,1,2,1,2,1
1,0.94,9,570,1,2,1,2,0,1
1,0.85,9,550,1,2,1,2,0,1
4,7.15,19,2407,1,1,4,3,4,1
2,4.75,55,850,1,1,2,2,0,1
1,0.91,22,550,1,2,1,2,1,1
2,0.92,1,950,1,1,2,2,3,1
3,8.5,30,1880,1,3,3,3,0,1
3,3.3,62,1700,1,1,3,3,0,1
2,1.91,7,800,1,2,2,2,2,1
3,3.13,3,1650,1,1,3,2,3,1
3,2.44,3,1486,1,2,3,2,1,1
4,7.11,42,1600,3,2,4,5,0,1
2,1.6,20,990,3,2,2,2,0,1
1,1.5,32,652,1,1,1,2,0,1
2,2.0,32,1048,1,1,2,2,0,1
2,3.8,7,1250,1,1,2,2,0,1
1,1.05,51,410,3,2,1,2,0,2
2,2.85,28,1350,1,1,2,2,1,1
2,2.25,28,950,1,2,2,2,0,1
3,6.1,28,1800,4,1,3,3,2,1
2,1.9,28,900,1,1,2,2,2,1
2,1.7,14,890,3,2,2,2,0,2
1,1.45,20,550,4,3,1,2,1,1
2,1.8,51,1150,1,1,2,2,0,2
1,0.32,18,415,3,1,1,1,2,1
1,0.19,69,630,1,2,1,1,2,1
3,4.25,47,1500,1,2,3,3,0,1
1,1.07,15,590,4,3,1,2,1,2
1,1.98,12,775,1,1,1,1,1,1
2,4.5,42,1280,1,1,2,2,0,1
2,1.95,4,950,4,1,2,2,0,1
1,1.59,7,550,1,2,1,1,0,1
2,1.53,2,635,3,1,2,2,0,1
1,0.67,1,600,3,1,1,2,1,1
4,12.99,60,2403,3,2,4,5,0,1
2,1.1,6,675,1,2,2,2,0,1
2,2.25,25,750,4,1,2,1,0,1
3,2.5,48,1050,1,1,3,3,0,1
3,2.0,8,812,1,2,3,2,0,1
2,2.45,14,1000,3,2,2,2,0,1
3,2.9,31,1300,3,2,3,3,2,1
2,3.5,35,940,2,1,2,2,0,1
4,7.5,27,2300,1,1,4,5,4,1
2,1.65,14,850,1,1,2,2,0,1
2,0.47,39,800,1,1,2,1,3,1
2,1.8,9,855,1,1,2,2,1,1
2,1.71,21,900,4,1,2,2,1,1
2,1.9,20,860,3,2,2,2,0,1
2,2.55,7,900,1,1,2,2,4,1
1,0.3,18,625,3,1,1,2,1,1
1,1.43,28,500,3,1,1,1,0,1
4,16.0,28,3500,4,3,4,4,0,1
1,1.25,31,620,3,2,1,2,0,1
1,1.05,66,725,1,1,1,2,0,1
1,1.35,15,680,4,3,1,2,0,1
2,0.9,1,1000,1,3,2,2,3,1
3,6.25,53,1050,4,1,3,3,0,1
1,0.9,7,650,1,2,1,1,0,1
1,1.3,29,403,3,2,1,2,0,1
3,9.25,60,1850,2,3,3,3,0,1
4,13.5,23,2500,4,2,4,4,0,1
2,1.85,14,1200,3,2,2,2,1,1
2,4.75,23,1100,2,2,2,2,0,1
3,2.6,2,1650,4,3,3,3,0,1
2,1.7,22,1124,4,2,2,2,2,1
1,0.83,9,450,4,1,1,2,0,1
2,0.5,24,775,3,1,2,3,3,1
2,1.25,13,900,1,2,2,2,0,2
3,2.12,20,960,1,1,3,3,2,1
2,2.5,7,1250,3,2,2,2,1,1
1,0.7,1,600,3,2,1,2,3,2
3,3.9,6,1150,1,1,3,3,0,1
2,2.5,28,1050,3,2,2,2,0,2
3,7.75,44,1800,4,2,3,1,0,1
3,6.0,19,1400,1,2,3,3,3,1
2,1.3,9,600,1,1,2,2,3,1
4,4.53,14,1800,3,2,4,4,0,1
3,4.15,6,3500,1,3,3,3,3,1
1,0.9,59,635,1,2,1,2,0,1
4,9.89,52,2422,3,2,4,1,0,1
1,0.9,70,410,2,1,1,1,0,1
3,2.75,29,1200,3,2,3,3,0,1
3,2.75,68,841,3,2,3,2,0,1
3,5.5,44,1250,1,1,3,3,3,1
4,7.8,7,1950,1,1,4,4,0,1
3,0.65,36,840,4,2,3,3,2,1
2,1.45,15,800,4,1,2,2,0,2
4,9.3,60,1650,1,2,4,4,0,1
1,1.15,2,520,3,2,1,2,0,1
4,5.4,25,2000,1,1,4,4,0,1
1,0.24,69,580,1,1,1,1,0,1
2,2.25,21,850,1,2,2,2,1,1
1,0.34,18,650,1,1,1,1,0,1
2,1.32,1,990,1,1,2,2,3,1
3,3.99,33,1600,1,1,3,3,0,1
2,1.4,13,1200,3,1,2,2,0,1
3,2.45,14,1350,1,2,3,3,4,1
1,0.34,18,620,1,2,1,1,1,1
2,1.0,14,490,4,1,2,1,0,1
3,1.45,6,1700,1,2,3,3,1,1
2,0.43,18,895,1,1,2,2,3,1
2,2.3,32,897,3,1,2,1,0,1
1,0.35,24,590,1,1,1,2,2,1
2,3.75,71,950,4,1,2,2,0,1
3,3.5,14,1380,1,1,3,3,1,1
3,8.75,23,2000,1,1,3,4,3,1
3,3.1,31,1350,3,1,3,3,3,1
3,3.75,21,1336,3,2,3,2,1,1
3,5.5,11,1450,1,2,3,2,0,1
2,2.7,28,1150,4,3,2,2,0,2
2,3.51,7,950,1,1,2,2,1,1
4,14.0,30,2700,1,1,4,4,0,1
3,3.71,9,1169,3,2,3,3,0,1
1,0.28,39,590,1,1,1,1,2,1
2,3.35,7,1250,1,2,2,2,0,1
2,2.65,14,930,3,2,2,2,0,1
3,3.2,21,1060,3,2,3,3,1,1
2,1.8,6,720,1,3,2,2,0,2
4,10.75,44,2600,4,3,4,5,5,1
1,1.05,3,650,1,1,1,2,0,1
3,3.4,7,1551,3,1,3,3,2,1
4,8.0,28,2600,4,3,4,4,2,1
2,1.7,14,1050,1,2,2,2,0,2
3,5.63,43,1071,3,2,3,1,0,1
1,1.05,20,550,1,1,1,2,1,1
2,2.5,26,892,1,1,2,2,0,1
3,1.15,18,1460,1,1,3,1,0,1
1,0.32,18,610,1,2,1,1,0,1
2,0.95,12,575,1,1,2,2,1,1
3,5.65,7,1470,1,1,3,2,0,1
2,1.65,57,1180,1,1,2,2,2,1
2,1.6,31,923,4,3,2,2,0,1
3,6.95,38,1850,3,2,3,4,0,1
2,1.21,49,489,1,1,2,2,0,1
3,11.0,54,1500,4,1,3,1,0,1
1,1.3,22,550,4,1,1,2,0,2
1,0.69,1,612,1,1,1,2,2,2
2,2.18,7,975,1,2,2,2,3,1
1,1.4,7,670,1,2,1,2,0,1
2,2.2,32,900,3,1,2,2,2,1
1,0.85,51,550,4,2,1,1,0,2
1,0.33,24,550,1,2,1,2,2,1
3,2.8,14,980,3,1,3,2,0,1
4,15.0,30,2610,1,1,4,4,0,1
3,2.2,15,850,1,3,3,3,0,1
2,1.15,3,700,1,1,2,2,0,1
2,3.15,15,1050,1,3,2,2,1,1
2,2.0,50,930,1,1,2,2,0,1
3,3.35,7,1451,1,1,3,3,1,1
3,8.0,30,1850,1,1,3,3,0,1
2,1.85,21,663,1,1,2,2,0,1
3,2.85,14,1100,4,1,3,3,1,1
3,3.5,21,1500,3,2,3,3,0,1
3,7.0,17,1500,1,2,3,3,4,1
1,1.04,21,525,1,1,1,2,0,1
2,2.3,20,1150,1,2,2,2,3,1
2,2.45,60,490,3,2,2,2,1,1
2,1.1,1,1020,1,3,2,2,3,1
1,0.75,1,700,1,2,1,2,3,2
1,0.53,9,410,1,2,1,1,1,1
2,2.0,22,956,3,1,2,2,0,1
3,5.5,7,1470,1,1,3,3,0,1
2,2.09,29,1100,4,2,2,3,0,1
1,0.66,1,695,1,1,1,2,2,1
3,6.8,55,1420,3,2,3,1,0,1
2,1.71,9,660,3,2,2,2,0,1
3,2.56,22,994,3,2,3,3,0,1
1,3.0,23,650,3,1,1,2,0,1
3,7.0,30,1500,1,1,3,3,0,1
1,0.33,39,560,1,1,1,1,2,1
2,2.2,28,850,2,1,2,2,0,1
5,5.5,32,2500,1,1,5,4,2,1
1,1.05,29,550,3,2,1,2,0,1
2,1.44,15,780,4,1,2,2,0,1
4,7.2,66,2700,1,3,4,4,2,1
2,0.7,18,950,3,1,2,2,0,1
3,3.4,28,1450,3,2,3,3,2,1
6,12.0,53,3000,4,3,6,6,5,1
3,1.35,1,980,1,1,3,3,3,1
4,6.12,7,1932,1,1,4,2,0,1
1,0.3,18,650,1,1,1,2,1,2
2,0.52,18,900,4,1,2,2,0,1
3,2.45,32,1050,1,1,3,3,0,1
1,0.33,39,640,1,1,1,1,2,1
2,1.95,59,862,1,2,2,2,0,1
1,0.99,14,588,1,1,1,2,0,1
1,0.22,36,430,1,1,1,2,2,2
1,1.05,14,510,1,1,1,2,0,1
2,2.15,28,875,4,3,2,2,0,1
3,5.5,43,1800,4,1,3,3,0,1
2,1.43,14,650,1,1,2,2,0,1
1,0.65,1,695,1,1,1,2,3,1
2,0.98,1,1050,3,1,2,3,3,1
2,5.21,17,1000,3,3,2,2,2,1
1,0.38,18,690,1,1,1,1,2,1
2,0.75,6,870,4,1,2,2,0,2
2,3.5,44,800,4,3,2,2,0,1
2,2.45,28,748,4,1,2,2,0,1
2,2.1,7,900,1,2,2,2,1,1
1,0.35,24,610,3,2,1,1,2,1
3,6.5,44,1600,1,3,3,3,0,1
3,2.86,4,1315,1,1,3,3,0,1
1,1.22,29,680,1,2,1,1,0,1
1,0.25,65,620,1,1,1,1,2,1
2,2.16,32,950,3,1,2,2,0,1
3,5.25,53,1000,3,1,3,1,0,1
3,2.8,22,870,1,2,3,3,0,1
2,2.25,15,1300,3,2,2,2,0,1
3,2.85,21,1300,3,2,3,3,0,1
3,3.45,15,1680,1,2,3,3,1,1
2,1.8,59,727,3,2,2,2,0,1
3,3.25,29,1350,1,1,3,3,0,1
3,9.0,53,1300,2,3,3,2,0,1
3,2.65,32,965,1,3,3,3,0,1
2,6.75,23,1150,4,1,2,2,0,1
2,2.1,14,820,1,2,2,1,0,1
2,1.5,1,1200,1,3,2,2,3,2
3,2.55,15,950,2,2,3,3,0,1
2,1.7,21,800,1,1,2,2,1,1
3,3.75,14,1205,1,3,3,2,0,1
2,1.9,7,910,1,1,2,2,1,1
2,1.08,1,1080,1,1,2,2,2,1
1,2.15,43,500,3,2,1,2,0,1
4,5.0,15,2150,3,2,4,4,0,1
3,6.75,60,1425,1,1,3,3,0,1
3,4.68,30,1150,3,2,3,2,1,1
1,0.3,18,555,1,1,1,2,2,1
1,0.18,69,630,1,1,1,1,2,1
1,1.8,61,650,3,2,1,1,1,2
2,1.72,15,850,1,1,2,2,0,1
1,1.75,29,1050,3,1,1,2,0,1
3,2.2,2,1100,3,2,3,3,0,1
1,2.2,53,525,2,1,1,1,0,2
1,0.58,5,640,1,1,1,2,0,1
2,1.4,2,860,4,2,2,2,0,2
3,2.33,20,1050,1,2,3,3,0,1
3,1.8,21,950,1,1,3,2,0,1
3,3.95,50,1500,1,3,3,3,1,1
2,2.02,15,1120,3,1,2,1,0,1
2,0.68,18,1150,1,1,2,2,1,1
2,1.65,31,945,1,1,2,2,0,1
4,9.0,42,1400,1,1,4,3,2,1
3,4.75,20,1500,3,1,3,3,1,1
3,5.5,28,2000,4,2,3,4,2,1
1,1.05,9,600,1,2,1,1,0,1
1,1.02,29,600,4,1,1,2,0,2
3,8.75,19,1350,4,3,3,3,0,1
3,3.65,7,1620,1,1,3,3,1,1
1,0.75,1,650,3,2,1,2,1,1
2,1.76,15,900,3,1,2,2,0,1
1,0.36,24,550,3,2,1,1,3,1
3,3.0,14,1053,3,2,3,3,0,1
2,0.95,1,940,3,1,2,2,0,1
1,1.1,20,500,1,1,1,1,0,1
3,12.5,72,1650,2,1,3,3,0,1
2,1.85,49,700,4,1,2,2,1,1
3,9.75,11,2600,4,1,3,4,2,1
1,0.85,3,600,1,1,1,2,0,1
3,3.6,8,1240,3,1,3,3,3,1
3,3.18,15,1400,3,2,3,3,3,1
3,7.3,6,1430,1,2,3,2,0,1
1,1.05,29,651,4,1,1,2,0,1
2,1.85,9,700,1,2,2,2,0,1
2,1.3,1,670,1,3,2,2,1,1
1,0.34,24,590,1,2,1,2,2,1
3,13.0,64,1850,2,3,3,1,0,1
1,1.2,14,700,4,1,1,1,0,1
3,3.2,32,1129,1,1,3,3,3,1
2,1.55,1,912,3,2,2,2,2,1
1,0.99,15,700,3,2,1,2,0,1
1,1.12,21,610,1,2,1,2,0,1
2,1.89,7,970,1,2,2,2,1,1
3,2.65,28,1250,1,1,3,3,1,1
3,5.0,50,2500,4,1,3,3,0,1
2,2.7,28,1050,4,1,2,2,3,1
1,0.78,48,500,4,1,1,1,0,1
1,0.53,9,410,1,3,1,2,0,2
1,1.0,14,650,4,1,1,1,0,2
1,0.57,1,700,1,1,1,2,2,1
2,1.18,1,972,1,2,2,3,0,1
3,5.0,60,1055,4,1,3,3,0,1
3,3.0,20,1450,4,3,3,3,0,1
1,0.33,24,615,3,2,1,1,2,1
1,1.4,8,535,3,2,1,2,0,1
3,2.38,21,1225,3,2,3,2,0,1
3,5.25,17,1350,1,1,3,3,1,1
2,4.0,17,1350,1,1,2,2,0,1
1,0.5,6,480,1,1,1,1,0,1
2,1.72,29,850,1,1,2,2,0,2
1,1.13,31,700,1,1,1,2,0,1
1,1.35,29,760,3,1,1,1,0,1
3,3.15,14,1050,1,1,3,2,0,1
2,0.79,5,720,1,1,2,2,2,1
2,1.85,4,955,1,1,2,2,0,1
1,0.29,18,585,4,2,1,1,1,1
3,3.5,7,1600,1,1,3,3,1,1
1,1.05,2,520,3,3,1,2,0,1
1,1.1,31,420,4,1,1,1,0,1
3,2.75,31,1050,3,1,3,2,0,1
3,3.05,15,1850,3,1,3,3,1,1
3,6.5,44,1100,1,1,3,3,0,1
3,1.05,6,1700,1,2,3,3,1,1
1,1.25,15,700,3,2,1,2,0,1
2,3.15,25,1000,3,1,2,2,2,1
1,0.27,18,650,1,2,1,1,2,1
3,7.0,73,1800,3,1,3,3,0,1
3,2.55,8,1300,4,3,3,3,0,1
2,1.75,8,800,3,2,2,2,0,2
3,6.5,28,1900,1,3,3,3,3,1
2,2.15,28,750,1,3,2,2,0,1
3,3.35,20,1500,1,2,3,3,2,1
1,1.05,8,680,1,2,1,2,2,1
2,2.1,49,975,1,1,2,2,1,1
3,4.25,28,2000,1,2,3,3,0,1
2,2.1,29,958,3,1,2,2,0,1
3,3.11,15,1300,1,1,3,3,0,1
2,2.4,29,866,3,2,2,2,0,1
2,2.2,9,1000,1,1,2,2,0,1
3,2.95,32,1250,1,1,3,3,0,1
1,0.28,36,630,3,2,1,1,2,1
4,4.0,25,1650,1,1,4,2,0,1
2,3.25,27,900,3,1,2,2,0,1
2,1.75,9,720,1,1,2,2,0,1
1,0.95,38,650,4,1,1,2,0,1
1,0.32,24,580,3,1,1,2,1,1
3,4.0,7,1500,3,2,3,2,0,1
4,6.05,8,2272,1,2,4,1,0,1
2,3.28,8,1096,3,1,2,2,1,1
4,14.0,30,2900,1,3,4,1,0,1
4,4.52,14,1800,3,2,4,4,0,1
2,1.41,32,900,1,1,2,2,0,1
2,1.7,14,850,4,2,2,2,0,1
2,4.15,17,800,1,2,2,1,0,1
2,1.88,7,987,1,2,2,2,1,1
4,7.75,12,2150,1,1,4,5,0,1
2,2.65,28,720,1,2,2,2,0,1
2,1.5,2,720,3,2,2,2,0,1
2,2.14,6,880,1,2,2,2,0,1
2,3.5,29,850,4,1,2,2,0,1
1,0.6,5,750,1,1,1,2,1,1
3,10.5,44,1800,1,2,3,3,2,1
3,3.3,26,1400,1,2,3,4,2,1
1,0.32,18,650,1,1,1,2,3,1
1,0.34,18,450,1,2,1,1,0,1
3,7.5,44,1500,3,1,3,1,0,1
4,9.25,43,1800,1,1,4,4,0,1
1,0.3,39,580,1,1,1,1,2,1
2,2.15,14,850,1,3,2,1,0,1
2,1.85,14,790,3,3,2,2,0,1
3,3.6,29,1300,3,2,3,4,0,1
2,1.48,15,775,4,1,2,2,0,2
1,0.66,1,415,1,1,1,1,2,1
1,0.29,39,630,1,1,1,2,2,1
2,3.2,27,950,3,2,2,2,0,1
1,0.75,1,546,1,1,1,2,2,2
1,1.3,22,565,3,2,1,2,0,1
2,0.48,18,895,1,1,2,1,2,1
1,0.33,24,500,3,2,1,2,2,1
2,0.55,18,960,1,1,2,2,1,1
1,1.35,29,498,1,1,1,2,0,2
1,0.32,24,630,1,2,1,1,3,1
2,0.95,5,743,1,1,2,1,0,1
3,2.5,3,1350,1,2,3,3,1,1
1,0.95,48,590,1,2,1,2,0,1
2,1.92,3,1127,1,1,2,2,0,1
3,13.0,11,2500,1,1,3,3,1,1
3,3.15,8,1089,3,1,3,3,2,1
1,1.32,31,625,3,2,1,2,0,1
3,6.5,7,1560,1,1,3,3,1,1
2,1.15,1,990,1,2,2,2,3,1
3,2.4,3,1300,1,2,3,3,0,1
1,1.25,14,580,1,2,1,2,0,1
2,0.5,24,950,3,2,2,1,3,1
3,3.85,6,1250,1,2,3,2,0,1
2,1.4,10,750,1,2,2,2,0,2
1,0.98,12,680,1,1,1,2,0,1
4,10.0,11,1890,1,1,4,3,0,1
3,3.56,32,1437,3,1,3,3,1,1
1,1.2,14,530,1,1,1,2,0,2
2,1.45,3,777,1,1,2,2,0,1
3,2.9,14,1250,1,1,3,3,2,1
1,1.45,20,560,4,1,1,2,0,1
1,0.26,24,610,1,1,1,1,2,1
3,2.75,29,1250,4,1,3,3,1,1
1,0.34,24,625,1,1,1,1,2,1
2,3.25,50,1000,1,1,2,2,0,1
1,1.25,28,500,2,1,1,2,0,1
1,0.75,56,705,3,1,1,2,2,1
1,2.16,37,450,1,2,1,1,0,1
1,0.9,1,465,1,1,1,2,2,2
2,1.25,15,750,1,1,2,2,1,1
1,1.65,7,685,3,1,1,1,0,1
2,2.12,15,1120,3,1,2,1,0,1
3,3.0,62,900,1,1,3,3,0,1
1,1.0,40,550,4,1,1,1,0,1
3,3.15,14,1100,1,3,3,3,0,1
1,0.85,3,750,3,2,1,2,0,1
2,2.8,6,1200,1,1,2,2,0,1
2,2.19,7,950,1,2,2,1,1,1
3,4.5,21,1573,3,2,3,3,1,1
2,3.25,17,1402,1,1,2,2,0,1
3,2.8,7,1313,1,2,3,2,1,1
1,1.02,14,588,1,1,1,2,0,1
3,3.48,6,1700,1,2,3,3,0,1
2,0.72,36,980,1,1,2,2,3,1
2,2.05,14,750,1,2,2,1,0,1
3,4.5,2,1600,3,2,3,1,0,1
4,18.0,30,3000,1,2,4,4,0,1
2,2.7,59,980,1,1,2,2,1,1
2,1.65,15,860,1,1,2,2,0,1
1,0.39,18,640,3,2,1,1,2,1
2,5.0,52,850,1,3,2,1,0,1
3,4.14,23,1322,4,1,3,3,0,1
2,1.4,3,777,1,1,2,2,0,1
1,0.32,24,605,1,1,1,1,2,1
2,0.8,48,882,3,2,2,2,3,1
2,0.5,46,756,1,1,2,2,1,2
1,0.8,48,452,2,1,1,1,0,1
2,1.9,7,950,1,2,2,1,1,1
2,1.2,15,900,1,2,2,2,1,1
2,2.65,14,900,1,1,2,2,1,1
3,3.45,7,1250,1,1,3,2,1,1
1,1.05,14,415,3,2,1,1,1,1
1,1.3,19,480,3,1,1,2,0,1
2,1.93,3,1250,1,2,2,2,0,1
2,2.1,14,750,3,1,2,2,0,1
3,3.6,7,1520,1,1,3,2,1,1
4,12.5,6,3050,1,1,4,5,1,1
1,0.32,18,815,1,1,1,2,1,1
2,1.85,14,1050,1,1,2,2,0,1
2,1.15,1,1020,3,1,2,2,2,1
2,1.8,74,1053,1,2,2,2,0,1
3,2.15,62,1020,3,2,3,2,0,1
1,0.29,18,635,1,1,1,1,2,1
1,0.33,24,575,4,2,1,1,2,1
3,2.25,51,1200,3,1,3,3,1,1
3,6.08,53,1215,1,2,3,3,0,1
2,2.3,7,900,3,1,2,2,0,1
1,0.23,24,500,1,2,1,2,1,1
3,3.05,49,1360,3,3,3,3,0,1
1,0.64,1,768,3,1,1,2,3,1
2,1.7,14,999,3,2,2,2,3,1
4,9.0,53,1760,3,1,4,1,0,1
1,0.37,39,640,1,1,1,2,1,1
2,0.83,1,850,1,2,2,2,3,1
1,0.26,39,520,1,2,1,1,3,1
2,2.5,29,1200,1,3,2,2,1,1
1,0.9,20,650,1,2,1,2,0,1
1,0.31,24,547,3,1,1,3,0,1
2,2.6,17,607,4,3,2,2,0,1
2,4.0,30,920,4,1,2,2,0,1
2,0.4,18,950,1,1,2,2,3,1
1,1.8,35,500,1,1,1,1,1,1
2,1.8,14,650,1,3,2,2,0,1
2,0.95,1,850,1,2,2,2,4,1
1,0.75,51,450,2,1,1,1,0,1
1,1.1,6,481,4,3,1,1,0,1
2,2.95,19,1146,1,1,2,1,2,1
2,1.7,6,740,3,1,2,2,0,1
2,1.55,21,750,2,1,2,2,0,1
4,9.2,11,1800,1,2,4,3,0,1
2,1.95,15,1176,3,1,2,2,0,1
2,1.4,31,600,3,2,2,2,0,1
4,8.99,8,2700,1,1,4,3,4,1
3,4.1,3,1775,3,2,3,2,1,1
3,1.92,20,1050,1,2,3,3,0,1
3,4.5,29,1150,1,3,3,3,1,1
2,2.1,29,1100,4,2,2,2,0,1
3,3.4,20,1100,1,1,3,3,3,1
2,1.1,15,550,1,1,2,2,0,1
2,0.9,1,900,1,2,2,2,4,2
3,3.25,59,1650,3,2,3,3,1,1
3,2.0,6,1868,4,1,3,3,3,1
3,4.72,27,1005,3,2,3,2,0,1
4,7.29,30,1443,3,2,4,4,0,1
1,0.88,48,725,1,1,1,2,0,1
2,4.1,28,1200,1,1,2,2,3,1
2,1.85,29,850,1,2,2,2,0,1
2,1.85,28,800,4,1,2,2,0,2
2,2.1,31,790,3,2,2,2,0,1
6,6.25,25,2100,1,2,6,5,0,2
2,2.15,21,629,1,2,2,2,0,1
3,8.5,37,2050,1,2,3,4,3,1
2,7.0,17,1100,1,2,2,1,0,2
1,0.85,28,610,1,2,1,1,0,1
2,2.65,59,1050,1,1,2,2,1,1
2,2.11,15,850,3,1,2,2,0,1
2,3.05,4,1192,3,1,2,2,1,1
1,0.85,20,400,1,1,1,1,0,2
2,2.57,2,817,3,2,2,2,0,1
1,1.1,8,527,3,2,1,2,0,1
2,2.23,25,1121,3,2,2,2,0,1
1,1.1,62,560,3,2,1,2,0,1
1,0.95,3,530,4,1,1,2,0,1
4,5.5,14,2000,1,3,4,4,5,1
3,4.12,3,1788,3,2,2,1,0,1
3,3.4,20,1400,3,2,3,3,0,1
3,8.25,68,1680,1,1,3,4,2,1
2,1.85,3,851,1,1,2,2,0,1
3,4.0,6,1500,1,1,3,2,1,1
2,2.0,21,900,1,1,2,2,1,1
3,2.2,14,1333,3,2,3,3,0,1
3,4.25,62,1400,3,1,3,3,2,1
4,12.2,43,2260,1,1,4,4,0,1
2,3.33,27,894,3,2,2,2,0,1
3,6.5,30,1400,1,1,3,3,1,1
2,4.6,60,1500,1,2,2,2,0,1
1,0.35,39,650,1,2,1,1,1,1
2,3.8,27,1050,1,3,2,2,0,1
2,0.6,39,1070,3,1,2,2,2,1
2,2.65,25,980,4,1,2,2,0,1
3,3.38,17,1170,1,2,3,3,0,1
3,4.25,44,1600,2,1,3,2,0,1
2,2.25,28,920,2,2,2,1,0,1
1,1.15,26,650,3,1,1,2,0,2
1,0.32,18,630,1,1,1,2,3,2
2,0.74,18,950,3,2,2,2,2,2
2,1.5,3,800,1,1,2,2,1,1
2,1.48,32,800,4,3,2,2,0,1
2,1.71,22,650,3,2,2,2,0,1
2,1.9,14,1100,3,2,2,2,0,1
3,4.5,28,1500,3,1,3,3,3,1
